Kategori;Tindak Lanjut/Arahan;Rekomendasi ;PIC;Status ;Rapat ;Tanggal Rapat;Due Date;Durasi-Tgl Rapat;Durasi-DueDate;Email Due Reminder;Keterangan ; ; ; ; ; ; ; ; ; ; ; ; ; 
;"Halte terdampak Unras:
1. Kalkulasi kembali terhadap paparan yang sudah ditampilkan
2. Evaluasi perlakuan/hubungan dengan vendor dengan lebih baik
3. Semua anggota diminta untuk memperbaiki cara kerja yang efektif dan sistematis
4. Target ditandatangani hari Jumat 10 Oktober 2025";;Divisi Pengembangan dan Pengelolaan Prasarana;Closed;BOD;10-Oct-25;10-Oct-25;221;221;;;;;;;;;;;;;;;
;"Program Strategis SMPOB:
1. Resource: Kelengkapan personil ditargetkan 70% personil terpenuhi - tambahan 20 orang masuk minggu ini agar minggu depan bisa mulai kerja
2. Lakukan mulai dari rute yang paling sederhana, skenario rute poros disiapkan secara paralel
3. Lakukan standarisasi (GPS, dll.) yang revelan sampai dengan 5 tahun kedepan
4. Jika ada perubahan BRD, segera update dokumen agar dokumen dan realisasi in-line
5. Lengkapi data-data input (data unit, depo, kondisi unit, dan Rp/km)
6. Hitung potensi nilai modul untuk rencana komersialisasi
7. Pastikan keamanan sistem tidak mudah diretas.";;Divisi Operasional Bus;Closed;BOD;10-Oct-25;17-Oct-25;221;214;;;;;;;;;;;;;;;
;"Gugus Tugas Penguatan Akuntabilitas Operasional:
1. Segera lakukan penyusunan pedoman dan dipercepat proses penyelesaiannya
2. Lakukan monitoring dan evaluasi terhadap kontrak yang sudah berjalan. Jika belum ada report, agar tim operasional segera menyusun reportnya
3. Legal dan SPI agar fokus pada aspek upstream, termasuk melakukan pengecekan terhadap cantolan regulasi (Pergub 46, Perda 10, dll.), memastikan harmonisasi, dan menghindari potensi kesalahan tafsir
4. Identifikasi apakah output-based, input-based, kombinasi, atau model lain";;Divisi Integrasi Angkutan;Closed;BOD;10-Oct-25;17-Oct-25;221;214;;;;;;;;;;;;;;;
;"Gugus Tugas Penguatan Akuntabilitas Operasional:
1. Segera lakukan penyusunan pedoman dan dipercepat proses penyelesaiannya
2. Lakukan monitoring dan evaluasi terhadap kontrak yang sudah berjalan. Jika belum ada report, agar tim operasional segera menyusun reportnya
3. Legal dan SPI agar fokus pada aspek upstream, termasuk melakukan pengecekan terhadap cantolan regulasi (Pergub 46, Perda 10, dll.), memastikan harmonisasi, dan menghindari potensi kesalahan tafsir
4. Identifikasi apakah output-based, input-based, kombinasi, atau model lain";;Divisi Legal dan Kepatuhan;Closed;BOD;10-Oct-25;17-Oct-25;221;214;;;;;;;;;;;;;;;
;"Gugus Tugas Penguatan Akuntabilitas Operasional:
1. Segera lakukan penyusunan pedoman dan dipercepat proses penyelesaiannya
2. Lakukan monitoring dan evaluasi terhadap kontrak yang sudah berjalan. Jika belum ada report, agar tim operasional segera menyusun reportnya
3. Legal dan SPI agar fokus pada aspek upstream, termasuk melakukan pengecekan terhadap cantolan regulasi (Pergub 46, Perda 10, dll.), memastikan harmonisasi, dan menghindari potensi kesalahan tafsir
4. Identifikasi apakah output-based, input-based, kombinasi, atau model lain";;Satuan Pengawas Internal;Closed;BOD;10-Oct-25;17-Oct-25;221;214;;;;;;;;;;;;;;;
;"Gugus Tugas Penguatan Regulasi Transjakarta:
1. Kemas ulang hasil analisis agar relevan  dengan konteks dan kebutuhan saat ini. Susun narasi restrukturisasi kelembagaan yang menonjolkan manfaat dan tidak menimbulkan resistensi, seperti terkait efisiensi, tata kelola, risiko, dll. 
2. Selain mengacu pada LTA, pertimbangkan TFL sebagai referensi tambahan";;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;10-Oct-25;17-Oct-25;221;214;;;;;;;;;;;;;;;
;"Gugus Tugas Driver Management dan Road Safety Transjakarta:
1. Perkuat standarisasi, dimana Tim Keselamatan bertanggung jawab dalam penyusunannya. Pelaksanaannya dapat dilakukan oleh tim Evaluasi Operasi
2. Implementasi standar dapat dijalankan terlebih dahulu. Jika di lapangan ditemukan hal yang perlu diperbaiki, dilakukan revisi sesuai kebutuhan.
3. Pelaporan dan monitoring perlu diperkuat. Platform komunikasi saat ini berupa WhatsApp Group diusulkan untuk diganti dengan sistem berbasis data seperti Google Data Studio. Pastikan yang disajikan bukan hanya data deskriptif, melainkan berupa analisis
4. Pertimbangkan untuk membuat sistem peringkat operator berdasarkan kinerja, disertai mekanisme klinik perbaikan bagi operator dengan performa rendah
5. Terapkan cross-audit untuk menjaga objektivitas penilaian";;Divisi Keselamatan dan Pengawasan Operasional;Closed;BOD;10-Oct-25;17-Oct-25;221;214;;;;;;;;;;;;;;;
;"Program Strategis Service Design (Peningkatan Kualitas Informasi Fisik):
1. Perlu segera disusun pedoman atau kebijakan yang mengatur pemasangan bus stop dan/atau totem, serta pengelolaannya secara efektif dan terkoordinasi. Penyusunan harus melibatkan lintas bidang (cross-function) untuk memastikan keselarasan antar bidang.
2. Hentikan sementara proses pengadaan hingga konsep pemasangan yang jelas dan terperinci dapat disusun terlebih dahulu. Selanjutnya perlu dilakukan review dan pemetaan titik-titik strategis yang membutuhkan pemasangan untuk memperoleh data jumlah total yang diperlukan di wilayah Jakarta.
3. Pertimbangkan penerapan fitur-fitur yang lebih interaktif dan maju (contoh: tombol untuk bertanya, tombol SOS, dll.).
4. Segera benahi kondisi bus stop yang saat ini terpasang yang belum memenuhi standar (posisi tidak tegak lurus, ukuran kurang memadai, penempatan yang kurang tepat (contoh: di belakang tiang listrik). Lakukan review menyeluruh terhadap kondisi yang ada saat ini guna merumuskan standarisasi pemasangan yang lebih tepat dan sesuai.";;Divisi Pelayanan;Closed;BOD;21-Oct-25;11-Nov-25;210;189;;;;;;;;;;;;;;;
;"Program Strategis Service Design (Pengembangan Customer Care):
Pengadaan customer care pada tahap aanwijzing - penawaran dibatalkan karena hanya terdapat 1 calon penyedia yang lolos evaluasi administrasi. Oleh karena itu, proses pengadaan akan segera dilaksanakan kembali dengan mekanisme yang sesuai.";;Divisi Pelayanan;Closed;BOD;21-Oct-25;11-Nov-25;210;189;;skrg KAK (tender ulang) sdh ready. Status tgl 13/11 tinggal PR nunggu klik DU, hbs itu tayang lelang lg.;;;;;;;;;;;;;
;"Program Strategis Service Design (Standarisasi Audio):
Segera lakukan perbaikan yang diperlukan guna mendukung kelancaran uji coba berikutnya. Lakukan peninjauan ulang terhadap kesesuaian dengan aturan SPM secara menyeluruh.";;Divisi Pelayanan;Open;BOD;21-Oct-25;11-Nov-25;210;189;;;;;;;;;;;;;;;
;"Program Strategis Service Design (Tindak Lanjut Aduan Kewilayahan):
Segera lakukan pemeriksaan dan penyempurnaan terhadap pemodelan kewilayahan agar pembagian tugas, pelaksanaan, dan evaluasinya dapat berjalan lebih efektif dan terstruktur.";;Divisi Pelayanan;Closed;BOD;21-Oct-25;11-Nov-25;210;189;;done. closed. Sudah terimplementasi. Tinggal monitoringnya aja;;;;;;;;;;;;;
;"Program Strategis Service Design (Optimalisasi Gen Z sebagai Dominasi Pelanggan Harian):
Laksanakan kegiatan stamp relay hingga akhir Nov 2025. Secara paralel, kegiatan tersebut akan dievaluasi sesuai dengan ketentuan yang berlaku.";;Divisi Pelayanan;Closed;BOD;21-Oct-25;11-Nov-25;210;189;;akan launch sabtu besok tgl 22. Skrg stempel dll udah di drop semua di lapangan.;;;;;;;;;;;;;
;"Tindaklanjuti Disposisi DU terkait adanya Permohonan Titik Asal Tujuan Pemberangkatan Rute Transjakarta Pasar Baru - Kelapa Gading oleh pihak Gereja Bethel Indonesia.
Arahan DU: Siapkan kajian untuk dilaporkan ke Gubernur terkait usulan permohonan dari Gereja Bethel Indonesia Mawar Saron Jakarta untuk mempertimbangkan lokasi tersebut sebagai tempat titik asal tujuan pemberangkatan Transjakarta pada rencana pembukaan rute Pasar Baru - Kelapa Gading. Pihak GBI juga menyampaikan usulan pertimbangan lokasi tersebut sebagai area park and ride pagi pengguna layanan Transjakarta.";;Divisi Perencanaan Operasional dan Manajemen Operator;Open;BOD;22-Oct-25;31-Oct-25;209;200;;;;;;;;;;;;;;;
;"Tindaklanjuti Disposisi DU terkait adanya Permohonan Titik Asal Tujuan Pemberangkatan Rute Transjakarta Pasar Baru - Kelapa Gading oleh pihak Gereja Bethel Indonesia.
Arahan DU: Siapkan kajian untuk dilaporkan ke Gubernur terkait usulan permohonan dari Gereja Bethel Indonesia Mawar Saron Jakarta untuk mempertimbangkan lokasi tersebut sebagai tempat titik asal tujuan pemberangkatan Transjakarta pada rencana pembukaan rute Pasar Baru - Kelapa Gading. Pihak GBI juga menyampaikan usulan pertimbangan lokasi tersebut sebagai area park and ride pagi pengguna layanan Transjakarta.";;Divisi Operasional Bus;Open;BOD;22-Oct-25;31-Oct-25;209;200;;;;;;;;;;;;;;;
;Pikirkan strategi komunikasi dan informasi untuk penutupan BW9 (karena pelanggan per km rendah) amplifikasi rute 1A dan T31;;Divisi Pelayanan;Closed;BOD;27-Oct-25;10-Nov-25;204;190;;masih menunggu izin penutupan BW9 dari Dishub.;;;;;;;;;;;;;
;"Progres Verifikasi Pembayaran PSO TW I/2025:
1. Lakukan perbaikan dan pastikan ke depannya tidak lagi terjadi temuan maupun koreksi akibat ketidaktelitian.
2. Mengingatkan agar setiap pekerjaan memiliki target yang jelas sehingga tidak berlarut-larut. Untuk Triwulan II, segera lakukan penarikan data dan pemeriksaan final. Upayakan hasil yang optimal agar tidak terjadi koreksi.
3. Penting untuk memperhatikan akuntabilitas karena merupakan aspek dalam pengelolaan kepercayaan dan kerjasama.
4. Target tim keuangan dalam proses verifikasi pembayaran PSO adalah kolom koreksi pada hasil rekonsiliasi atas hasil verifikasi adalah nol. Selanjutnya hal yang bersifat abu-abu agar dipastikan dahulu operational definisinya kemudian pastikan mana yang subsidi dan non subsidi. ";;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;29-Oct-25;05-Nov-25;202;195;;;;;;;;;;;;;;;
;"Progres Verifikasi Pembayaran PSO TW I/2025:
Terkait denda margin keuntungan Triwulan I Tahun 2025 atas target jumlah penumpang, di mana terdapat ketidaktercapaian sebesar 1,94% dengan nilai denda sebesar Rp358.664.992, agar rute-rute yang sebelumnya telah disampaikan melalui surat kepada Dinas Perhubungan dapat diperjuangkan kembali untuk direalisasikan. Dalam waktu yang tersisa, hal-hal yang bisa dilakukan untuk mengurangi denda baik administratif ataupun substantif agar dilakukan dengan segera";;"""Divisi Keuangan, Akuntansi, dan Perpajakan""";Closed;BOD;29-Oct-25;05-Nov-25;202;195;;;;;;;;;;;;;;;
;"Strategi Penutupan Rute BW9:
1. Dengan mempertimbangkan kondisi rute BW9 jumlah pelanggannya rendah dibanding rute wisata lain sehingga dapat disimpulkan tidak produktif, dan juga sudah ada rute pengganti T31 (Blok M - PIK 2) maka Direksi menyetujui penutupan rute BW9
2. Lakukan proses penutupan sesuai prosedur yang berlaku agar tidak menjadi hal mendadak dan pastikan pelanggan terinfo dengan baik.
3. Aspek wisata pada bus wisata saat ini dinilai masih kurang, maka objectivesnya harus lebih ditajamkan lagi dan ke depan agar dorong bus wisata masuk ke open top tour. ";;Divisi Perencanaan Operasional dan Manajemen Operator;Closed;BOD;29-Oct-25;12-Nov-25;202;188;;;;;;;;;;;;;;;
;"Strategi Penutupan Rute BW9:
1. Dengan mempertimbangkan kondisi rute BW9 jumlah pelanggannya rendah dibanding rute wisata lain sehingga dapat disimpulkan tidak produktif, dan juga sudah ada rute pengganti T31 (Blok M - PIK 2) maka Direksi menyetujui penutupan rute BW9
2. Lakukan proses penutupan sesuai prosedur yang berlaku agar tidak menjadi hal mendadak dan pastikan pelanggan terinfo dengan baik.
3. Aspek wisata pada bus wisata saat ini dinilai masih kurang, maka objectivesnya harus lebih ditajamkan lagi dan ke depan agar dorong bus wisata masuk ke open top tour. 
4. Untuk Transjakarta Cares dibutuhkan banyak campaign agar gaungnya dan cakupannya lebih besar.
5. Direktur Keuangan agar tugaskan tim SDM untuk mereview kembali mengenai bus wisata dan Transjakarta Cares, mulai dari objective, pengampu yang tepat, concern utama, dll. Misal lebih berfungsi kepada service sehingga tidak bisa dipukul rata targetnya capaian kilometer ";;Divisi Operasional Bus;Closed;BOD;29-Oct-25;12-Nov-25;202;188;;;;;;;;;;;;;;;
;"Strategi Penutupan Rute BW9:
1. Dengan mempertimbangkan kondisi rute BW9 jumlah pelanggannya rendah dibanding rute wisata lain sehingga dapat disimpulkan tidak produktif, dan juga sudah ada rute pengganti T31 (Blok M - PIK 2) maka Direksi menyetujui penutupan rute BW9
2. Lakukan proses penutupan sesuai prosedur yang berlaku agar tidak menjadi hal mendadak dan pastikan pelanggan terinfo dengan baik.
3. Aspek wisata pada bus wisata saat ini dinilai masih kurang, maka objectivesnya harus lebih ditajamkan lagi dan ke depan agar dorong bus wisata masuk ke open top tour. 
4. Untuk Transjakarta Cares dibutuhkan banyak campaign agar gaungnya dan cakupannya lebih besar.
5. Direktur Keuangan agar tugaskan tim SDM untuk mereview kembali mengenai bus wisata dan Transjakarta Cares, mulai dari objective, pengampu yang tepat, concern utama, dll. Misal lebih berfungsi kepada service sehingga tidak bisa dipukul rata targetnya capaian kilometer ";;Divisi Pelayanan;Closed;BOD;29-Oct-25;12-Nov-25;202;188;;masih menunggu izin penutupan BW9 dari Dishub.;;;;;;;;;;;;;
;"BRT Travel Speed:
1. 3 koridor dengan travel speed terendah (Koridor 6, 8, 12) agar didetailkan kembali dan cantumkan titik-titik mana saja serta foto lokasi agar penyampaian lebih jelas
2. Agar pengolahan data bisa lebih sangat di detailkan lagi, baik per halte per jam per sequences waktu, sehingga bisa tahu titik konsentrasi dimana dan kapan dengan tingkat padat yang tinggi, dan dapat dianalisa yang lebih mendalam guna menentukan tindak lanjut serta action.
3. Gunakan data proses untuk lakukan improvement. Bilamana terlalu besar lingkupnya, gunakan data koridor yang travel timenya paling jelek namun pelanggannya paling banyak, misal koridor 6 sekaligus untuk uji coba sebelum diterapkan ke semua.
4. Harus optimalkan sterilisasi jalur untuk menunjang travel speed bisa tercapai, misal dengan MCB. Perlu dirumuskan dan korelasi dengan bagaimana mengurangi jumlah kecelakaan yang terjadi
5. Waktu antrean di dalam halte perlu dikaji lebih mendalam agar dapat diminimalkan, karena menjadi salah satu faktor yang memengaruhi kecepatan perjalanan (travel speed). Sebagai contoh, perlu diperhatikan durasi waktu masuk dan keluar penumpang (in–out) serta lama waktu tunggu di halte
6. Apabila penarikan data koridor masih memerlukan waktu lama, maka gunakan data yang tersedia saat ini dan segera rumuskan tindak lanjut berikutnya agar progres dapat berjalan lebih baik. Misalnya, melalui penyuratan kepada Dinas Bina Marga, perbaikan MCB, dan langkah-langkah relevan lainnya";;Divisi Keselamatan dan Pengawasan Operasional;Open;BOD;29-Oct-25;12-Nov-25;202;188;;;;;;;;;;;;;;;
;"BRT Travel Speed:
1. 3 koridor dengan travel speed terendah (Koridor 6, 8, 12) agar didetailkan kembali dan cantumkan titik-titik mana saja serta foto lokasi agar penyampaian lebih jelas
2. Agar pengolahan data bisa lebih sangat di detailkan lagi, baik per halte per jam per sequences waktu, sehingga bisa tahu titik konsentrasi dimana dan kapan dengan tingkat padat yang tinggi, dan dapat dianalisa yang lebih mendalam guna menentukan tindak lanjut serta action.
3. Gunakan data proses untuk lakukan improvement. Bilamana terlalu besar lingkupnya, gunakan data koridor yang travel timenya paling jelek namun pelanggannya paling banyak, misal koridor 6 sekaligus untuk uji coba sebelum diterapkan ke semua.
4. Harus optimalkan sterilisasi jalur untuk menunjang travel speed bisa tercapai, misal dengan MCB. Perlu dirumuskan dan korelasi dengan bagaimana mengurangi jumlah kecelakaan yang terjadi
5. Waktu antrean di dalam halte perlu dikaji lebih mendalam agar dapat diminimalkan, karena menjadi salah satu faktor yang memengaruhi kecepatan perjalanan (travel speed). Sebagai contoh, perlu diperhatikan durasi waktu masuk dan keluar penumpang (in–out) serta lama waktu tunggu di halte
6. Apabila penarikan data koridor masih memerlukan waktu lama, maka gunakan data yang tersedia saat ini dan segera rumuskan tindak lanjut berikutnya agar progres dapat berjalan lebih baik. Misalnya, melalui penyuratan kepada Dinas Bina Marga, perbaikan MCB, dan langkah-langkah relevan lainnya";;Divisi Operasional Bus;Open;BOD;29-Oct-25;12-Nov-25;202;188;;;;;;;;;;;;;;;
;"BRT Travel Speed:
Kepala Divisi Sekretaris Perusahaan agar periksa dan tindak lanjut mengenai aturan-aturan terkait andalalin dengan adanya proyek yang mengganggu jalan raya khususnya bagi mobilitas bus Transjakarta";;Divisi Sekretaris Perusahaan dan Hubungan Masyarakat;Open;BOD;29-Oct-25;12-Nov-25;202;188;;;;;;;;;;;;;;;
;"Royaltrans:
Terkait tempat parkir inap bus Royaltrans (selain di kawasan Ancol dan PIK yang sudah tersedia saat ini), direncanakan akan dikembangkan di kawasan GBK dan memerlukan biaya parkir. Pengurusannya agar dikoordinasikan bersama Direktur Bisnis & Pemanfaatan Aset dengan menggunakan tarif korporasi";;Divisi Penjualan;Closed;BOD;29-Oct-25;12-Nov-25;202;188;;pik done, gbk baru bersurat;;;;;;;;;;;;;
;"Royaltrans:
Terkait tempat parkir inap bus Royaltrans (selain di kawasan Ancol dan PIK yang sudah tersedia saat ini), direncanakan akan dikembangkan di kawasan GBK dan memerlukan biaya parkir. Pengurusannya agar dikoordinasikan bersama Direktur Bisnis & Pemanfaatan Aset dengan menggunakan tarif korporasi";;Divisi Swakelola;Closed;BOD;29-Oct-25;12-Nov-25;202;188;;;;;;;;;;;;;;;
;"Tindak Lanjut Tanggapan Dekom terhadap RKA 2026 dan Strategi Komunikasi Penyesuaian Tarif:
1. Skenario agar dijadikan satu kesatuan matriks, sehingga dapat dilihat secara menyeluruh (misal: dengan nilai PSO sebesar Rp3,9 triliun, menghasilkan berapa kilometer, jumlah pelanggan, biaya operator, biaya swakelola, dll. untuk berbagai skenario)
2. Perlu ditampilkan matriks yang menggambarkan hubungan antara penurunan jumlah PSO dan kenaikan biaya
3. Mengingatkan agar tidak memberikan janji manis yang tidak bisa ditepati dengan jumlah PSO yang terbatas (3.9 T)
4. Segera lengkapi dan lakukan perbaikan dokumen RKA 2026. Target waktu penyajian kembali hasil perbaikan kepada Direksi adalah Kamis, 6 November 2025, agar dapat dikirimkan kepada Dewan Komisaris pada Jumat, 7 November 2025.
5. Terkait Swakelola, terdapat pengurangan armada yang sudah tercermin dalam RKA Tahun 2026 akibat habis masa usia operasi. Terhadap hal tersebut, upayakan agar armada yang ada tetap dapat dioperasikan secara efisien. Apabila armada berhenti beroperasi, maka depresiasi 0 dan pengaktifan kembali emerlukan biaya besar. Oleh karena itu, perpanjangan izin operasional terus dilakukan selama masih memungkinkan";;Divisi Perencanaan Perusahaan dan Manajemen Risiko;Closed;BOD;05-Nov-25;06-Nov-25;195;194;;;;;;;;;;;;;;;
